region1,region2,ratio,common,first
Japan,Mongolia,0.058823529411764705,1,1
Mongolia,Japan,0.3333333333333333,1,0
Japan,Netherlands,0.17647058823529413,3,1
Netherlands,Japan,0.06818181818181818,3,2
Japan,Norway,0.17647058823529413,3,2
Norway,Japan,0.15,3,1
Japan,Poland,0.35294117647058826,6,1
Poland,Japan,0.02631578947368421,6,5
Japan,Portugal,0.058823529411764705,1,0.5
Portugal,Japan,0.25,1,0.5
Japan,Romania,0.17647058823529413,3,0
Romania,Japan,0.018867924528301886,3,3
Japan,Singapore,0,0,0
Singapore,Japan,0,0,0
Japan,South Korea,0,0,0
South Korea,Japan,0,0,0
Japan,Spain,0.11764705882352941,2,2
Spain,Japan,0.029411764705882353,2,0
Japan,Sweden,0.23529411764705882,4,2
Sweden,Japan,0.09090909090909091,4,2
Japan,Switzerland,0.058823529411764705,1,1
Switzerland,Japan,0.043478260869565216,1,0
Japan,Turkey,0.17647058823529413,3,0.5
Turkey,Japan,0.0967741935483871,3,2.5
Japan,UK,0.058823529411764705,1,0
UK,Japan,0.03125,1,1
Japan,USA,0.11764705882352941,2,0
USA,Japan,0.05263157894736842,2,2
Japan,USSR-altaji,0,0,0
USSR-altaji,Japan,0,0,0
Japan,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Japan,0,0,0
Japan,USSR-csuvas,0,0,0
USSR-csuvas,Japan,0,0,0
Japan,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Japan,0,0,0
Japan,USSR-finn,0,0,0
USSR-finn,Japan,0,0,0
Japan,USSR-grúz,0.058823529411764705,1,1
USSR-grúz,Japan,0.038461538461538464,1,0
Japan,USSR-kazah,0,0,0
USSR-kazah,Japan,0,0,0
Japan,USSR-kirgiz,0.058823529411764705,1,0
USSR-kirgiz,Japan,0.3333333333333333,1,1
Japan,USSR-lett,0,0,0
USSR-lett,Japan,0,0,0
Japan,USSR-litván,0,0,0
USSR-litván,Japan,0,0,0
Japan,USSR-moldva,0,0,0
USSR-moldva,Japan,0,0,0
Japan,USSR-orosz,0.17647058823529413,3,1
USSR-orosz,Japan,0.014492753623188406,3,2
Japan,USSR-tadzsik,0,0,0
USSR-tadzsik,Japan,0,0,0
Japan,USSR-türkmén,0.058823529411764705,1,1
USSR-türkmén,Japan,0.25,1,0
Japan,USSR-udmurt,0,0,0
USSR-udmurt,Japan,0,0,0
Japan,USSR-ukrán,0.11764705882352941,2,0
USSR-ukrán,Japan,0.03571428571428571,2,2
Japan,USSR-észt,0.11764705882352941,2,0
USSR-észt,Japan,0.06666666666666667,2,2
Japan,USSR-örmény,0,0,0
USSR-örmény,Japan,0,0,0
Japan,USSR-üzbég,0,0,0
USSR-üzbég,Japan,0,0,0
Japan,Venezuela,0,0,0
Venezuela,Japan,0,0,0
Japan,Vietnam,0,0,0
Vietnam,Japan,0,0,0
Japan,Yugoslavia,0.29411764705882354,5,1.5
Yugoslavia,Japan,0.0390625,5,3.5
Malaysia,Malaysia,NA,NA,NA
Malaysia,Mexico,0,0,0
Mexico,Malaysia,0,0,0
Malaysia,Mongolia,0,0,0
Mongolia,Malaysia,0,0,0
Malaysia,Netherlands,0,0,0
Netherlands,Malaysia,0,0,0
Malaysia,Norway,0,0,0
Norway,Malaysia,0,0,0
Malaysia,Poland,0,0,0
Poland,Malaysia,0,0,0
Malaysia,Portugal,0,0,0
Portugal,Malaysia,0,0,0
Malaysia,Romania,0,0,0
Romania,Malaysia,0,0,0
Malaysia,Singapore,1,1,1
Singapore,Malaysia,1,1,0
Malaysia,South Korea,0,0,0
South Korea,Malaysia,0,0,0
Malaysia,Spain,0,0,0
Spain,Malaysia,0,0,0
Malaysia,Sweden,0,0,0
Sweden,Malaysia,0,0,0
Malaysia,Switzerland,0,0,0
Switzerland,Malaysia,0,0,0
Malaysia,Turkey,0,0,0
Turkey,Malaysia,0,0,0
Malaysia,UK,0,0,0
UK,Malaysia,0,0,0
Malaysia,USA,0,0,0
USA,Malaysia,0,0,0
Malaysia,USSR-altaji,0,0,0
USSR-altaji,Malaysia,0,0,0
Malaysia,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Malaysia,0,0,0
Malaysia,USSR-csuvas,0,0,0
USSR-csuvas,Malaysia,0,0,0
Malaysia,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Malaysia,0,0,0
Malaysia,USSR-finn,0,0,0
USSR-finn,Malaysia,0,0,0
Malaysia,USSR-grúz,0,0,0
USSR-grúz,Malaysia,0,0,0
Malaysia,USSR-kazah,0,0,0
USSR-kazah,Malaysia,0,0,0
Malaysia,USSR-kirgiz,0,0,0
USSR-kirgiz,Malaysia,0,0,0
Malaysia,USSR-lett,0,0,0
USSR-lett,Malaysia,0,0,0
Malaysia,USSR-litván,0,0,0
USSR-litván,Malaysia,0,0,0
Malaysia,USSR-moldva,0,0,0
USSR-moldva,Malaysia,0,0,0
Malaysia,USSR-orosz,0,0,0
USSR-orosz,Malaysia,0,0,0
Malaysia,USSR-tadzsik,0,0,0
USSR-tadzsik,Malaysia,0,0,0
Malaysia,USSR-türkmén,0,0,0
USSR-türkmén,Malaysia,0,0,0
Malaysia,USSR-udmurt,0,0,0
USSR-udmurt,Malaysia,0,0,0
Malaysia,USSR-ukrán,0,0,0
USSR-ukrán,Malaysia,0,0,0
Malaysia,USSR-észt,0,0,0
USSR-észt,Malaysia,0,0,0
Malaysia,USSR-örmény,0,0,0
USSR-örmény,Malaysia,0,0,0
Malaysia,USSR-üzbég,0,0,0
USSR-üzbég,Malaysia,0,0,0
Malaysia,Venezuela,0,0,0
Venezuela,Malaysia,0,0,0
Malaysia,Vietnam,0,0,0
Vietnam,Malaysia,0,0,0
Malaysia,Yugoslavia,0,0,0
Yugoslavia,Malaysia,0,0,0
Mexico,Mexico,NA,NA,NA
Mexico,Mongolia,0,0,0
Mongolia,Mexico,0,0,0
Mexico,Netherlands,0,0,0
Netherlands,Mexico,0,0,0
Mexico,Norway,0,0,0
Norway,Mexico,0,0,0
Mexico,Poland,0,0,0
Poland,Mexico,0,0,0
Mexico,Portugal,0,0,0
Portugal,Mexico,0,0,0
Mexico,Romania,0,0,0
Romania,Mexico,0,0,0
Mexico,Singapore,0,0,0
Singapore,Mexico,0,0,0
Mexico,South Korea,0,0,0
South Korea,Mexico,0,0,0
Mexico,Spain,0.5,1,1
Spain,Mexico,0.014705882352941176,1,0
Mexico,Sweden,0,0,0
Sweden,Mexico,0,0,0
Mexico,Switzerland,0,0,0
Switzerland,Mexico,0,0,0
Mexico,Turkey,0,0,0
Turkey,Mexico,0,0,0
Mexico,UK,0.5,1,0
UK,Mexico,0.03125,1,1
Mexico,USA,0.5,1,1
USA,Mexico,0.02631578947368421,1,0
Mexico,USSR-altaji,0,0,0
USSR-altaji,Mexico,0,0,0
Mexico,USSR-azerbajdzsán,0.5,1,0
USSR-azerbajdzsán,Mexico,0.14285714285714285,1,1
Mexico,USSR-csuvas,0,0,0
USSR-csuvas,Mexico,0,0,0
Mexico,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Mexico,0,0,0
Mexico,USSR-finn,0,0,0
USSR-finn,Mexico,0,0,0
Mexico,USSR-grúz,0,0,0
USSR-grúz,Mexico,0,0,0
Mexico,USSR-kazah,0,0,0
USSR-kazah,Mexico,0,0,0
Mexico,USSR-kirgiz,0,0,0
USSR-kirgiz,Mexico,0,0,0
Mexico,USSR-lett,0,0,0
USSR-lett,Mexico,0,0,0
Mexico,USSR-litván,0.5,1,0
USSR-litván,Mexico,0.027777777777777776,1,1
Mexico,USSR-moldva,0,0,0
USSR-moldva,Mexico,0,0,0
Mexico,USSR-orosz,0.5,1,0
USSR-orosz,Mexico,0.004830917874396135,1,1
Mexico,USSR-tadzsik,0.5,1,0
USSR-tadzsik,Mexico,0.2,1,1
Mexico,USSR-türkmén,0.5,1,0
USSR-türkmén,Mexico,0.25,1,1
Mexico,USSR-udmurt,0,0,0
USSR-udmurt,Mexico,0,0,0
Mexico,USSR-ukrán,0.5,1,0
USSR-ukrán,Mexico,0.017857142857142856,1,1
Mexico,USSR-észt,0,0,0
USSR-észt,Mexico,0,0,0
Mexico,USSR-örmény,0,0,0
USSR-örmény,Mexico,0,0,0
Mexico,USSR-üzbég,0,0,0
USSR-üzbég,Mexico,0,0,0
Mexico,Venezuela,0,0,0
Venezuela,Mexico,0,0,0
Mexico,Vietnam,0,0,0
Vietnam,Mexico,0,0,0
Mexico,Yugoslavia,0.5,1,1
Yugoslavia,Mexico,0.0078125,1,0
Mongolia,Mongolia,NA,NA,NA
Mongolia,Netherlands,0,0,0
Netherlands,Mongolia,0,0,0
Mongolia,Norway,0,0,0
Norway,Mongolia,0,0,0
Mongolia,Poland,0.3333333333333333,1,0
Poland,Mongolia,0.0043859649122807015,1,1
Mongolia,Portugal,0.3333333333333333,1,0
Portugal,Mongolia,0.25,1,1
Mongolia,Romania,0,0,0
Romania,Mongolia,0,0,0
Mongolia,Singapore,0,0,0
Singapore,Mongolia,0,0,0
Mongolia,South Korea,0,0,0
South Korea,Mongolia,0,0,0
Mongolia,Spain,0,0,0
Spain,Mongolia,0,0,0
Mongolia,Sweden,0,0,0
Sweden,Mongolia,0,0,0
Mongolia,Switzerland,0,0,0
Switzerland,Mongolia,0,0,0
Mongolia,Turkey,0.3333333333333333,1,0
Turkey,Mongolia,0.03225806451612903,1,1
Mongolia,UK,0,0,0
UK,Mongolia,0,0,0
Mongolia,USA,0,0,0
USA,Mongolia,0,0,0
Mongolia,USSR-altaji,0.3333333333333333,1,1
USSR-altaji,Mongolia,1,1,0
Mongolia,USSR-azerbajdzsán,0.3333333333333333,1,1
USSR-azerbajdzsán,Mongolia,0.14285714285714285,1,0
Mongolia,USSR-csuvas,0.3333333333333333,1,1
USSR-csuvas,Mongolia,1,1,0
Mongolia,USSR-fehérorosz,0.3333333333333333,1,1
USSR-fehérorosz,Mongolia,0.16666666666666666,1,0
Mongolia,USSR-finn,0.3333333333333333,1,1
USSR-finn,Mongolia,1,1,0
Mongolia,USSR-grúz,0.3333333333333333,1,1
USSR-grúz,Mongolia,0.038461538461538464,1,0
Mongolia,USSR-kazah,0.3333333333333333,1,1
USSR-kazah,Mongolia,0.125,1,0
Mongolia,USSR-kirgiz,0,0,0
USSR-kirgiz,Mongolia,0,0,0
Mongolia,USSR-lett,0,0,0
USSR-lett,Mongolia,0,0,0
Mongolia,USSR-litván,0,0,0
USSR-litván,Mongolia,0,0,0
Mongolia,USSR-moldva,0.3333333333333333,1,1
USSR-moldva,Mongolia,0.125,1,0
Mongolia,USSR-orosz,0.3333333333333333,1,1
USSR-orosz,Mongolia,0.004830917874396135,1,0
Mongolia,USSR-tadzsik,0,0,0
USSR-tadzsik,Mongolia,0,0,0
Mongolia,USSR-türkmén,0.3333333333333333,1,1
USSR-türkmén,Mongolia,0.25,1,0
Mongolia,USSR-udmurt,0.3333333333333333,1,1
USSR-udmurt,Mongolia,1,1,0
Mongolia,USSR-ukrán,0,0,0
USSR-ukrán,Mongolia,0,0,0
Mongolia,USSR-észt,0,0,0
USSR-észt,Mongolia,0,0,0
Mongolia,USSR-örmény,0,0,0
USSR-örmény,Mongolia,0,0,0
Mongolia,USSR-üzbég,0,0,0
USSR-üzbég,Mongolia,0,0,0
Mongolia,Venezuela,0,0,0
Venezuela,Mongolia,0,0,0
Mongolia,Vietnam,0,0,0
Vietnam,Mongolia,0,0,0
Mongolia,Yugoslavia,0.3333333333333333,1,0
Yugoslavia,Mongolia,0.0078125,1,1
Netherlands,Netherlands,NA,NA,NA
Netherlands,Norway,0.09090909090909091,4,0
Norway,Netherlands,0.2,4,4
Netherlands,Poland,0.2727272727272727,12,2
Poland,Netherlands,0.05263157894736842,12,10
Netherlands,Portugal,0.022727272727272728,1,0
Portugal,Netherlands,0.25,1,1
Netherlands,Romania,0.1590909090909091,7,3
Romania,Netherlands,0.0440251572327044,7,4
Netherlands,Singapore,0,0,0
Singapore,Netherlands,0,0,0
Netherlands,South Korea,0.022727272727272728,1,1
South Korea,Netherlands,1,1,0
Netherlands,Spain,0.20454545454545456,9,6
Spain,Netherlands,0.1323529411764706,9,3
Netherlands,Sweden,0.22727272727272727,10,5
Sweden,Netherlands,0.22727272727272727,10,5
Netherlands,Switzerland,0.045454545454545456,2,1
Switzerland,Netherlands,0.08695652173913043,2,1
Netherlands,Turkey,0.022727272727272728,1,1
Turkey,Netherlands,0.03225806451612903,1,0
Netherlands,UK,0.18181818181818182,8,4
UK,Netherlands,0.25,8,4
Netherlands,USA,0.13636363636363635,6,3.5
USA,Netherlands,0.15789473684210525,6,2.5
Netherlands,USSR-altaji,0,0,0
USSR-altaji,Netherlands,0,0,0
Netherlands,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Netherlands,0,0,0
Netherlands,USSR-csuvas,0,0,0
USSR-csuvas,Netherlands,0,0,0
Netherlands,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Netherlands,0,0,0
Netherlands,USSR-finn,0,0,0
USSR-finn,Netherlands,0,0,0
Netherlands,USSR-grúz,0.022727272727272728,1,1
USSR-grúz,Netherlands,0.038461538461538464,1,0
Netherlands,USSR-kazah,0.022727272727272728,1,1
USSR-kazah,Netherlands,0.125,1,0
Netherlands,USSR-kirgiz,0,0,0
USSR-kirgiz,Netherlands,0,0,0
Netherlands,USSR-lett,0.06818181818181818,3,3
USSR-lett,Netherlands,0.1111111111111111,3,0
Netherlands,USSR-litván,0.06818181818181818,3,2
USSR-litván,Netherlands,0.08333333333333333,3,1
Netherlands,USSR-moldva,0.022727272727272728,1,1
USSR-moldva,Netherlands,0.125,1,0
Netherlands,USSR-orosz,0.09090909090909091,4,1.5
USSR-orosz,Netherlands,0.01932367149758454,4,2.5
Netherlands,USSR-tadzsik,0,0,0
USSR-tadzsik,Netherlands,0,0,0
Netherlands,USSR-türkmén,0,0,0
USSR-türkmén,Netherlands,0,0,0
Netherlands,USSR-udmurt,0,0,0
USSR-udmurt,Netherlands,0,0,0
Netherlands,USSR-ukrán,0.09090909090909091,4,2
USSR-ukrán,Netherlands,0.07142857142857142,4,2
Netherlands,USSR-észt,0.06818181818181818,3,1.5
USSR-észt,Netherlands,0.1,3,1.5
Netherlands,USSR-örmény,0.022727272727272728,1,1
USSR-örmény,Netherlands,0.0625,1,0
Netherlands,USSR-üzbég,0.022727272727272728,1,1
USSR-üzbég,Netherlands,0.125,1,0
Netherlands,Venezuela,0.022727272727272728,1,1
Venezuela,Netherlands,0.5,1,0
Netherlands,Vietnam,0.022727272727272728,1,0
Vietnam,Netherlands,0.3333333333333333,1,1
Netherlands,Yugoslavia,0.29545454545454547,13,6
Yugoslavia,Netherlands,0.1015625,13,7
Norway,Norway,NA,NA,NA
Norway,Poland,0.35,7,4.5
Poland,Norway,0.03070175438596491,7,2.5
Norway,Portugal,0,0,0
Portugal,Norway,0,0,0
Norway,Romania,0.1,2,1
Romania,Norway,0.012578616352201259,2,1
Norway,Singapore,0,0,0
Singapore,Norway,0,0,0
Norway,South Korea,0,0,0
South Korea,Norway,0,0,0
Norway,Spain,0.15,3,2
Spain,Norway,0.04411764705882353,3,1
Norway,Sweden,0.55,11,6
Sweden,Norway,0.25,11,5
Norway,Switzerland,0,0,0
Switzerland,Norway,0,0,0
Norway,Turkey,0.15,3,2
Turkey,Norway,0.0967741935483871,3,1
Norway,UK,0.2,4,1.5
UK,Norway,0.125,4,2.5
Norway,USA,0.3,6,1
USA,Norway,0.15789473684210525,6,5
Norway,USSR-altaji,0,0,0
USSR-altaji,Norway,0,0,0
Norway,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Norway,0,0,0
Norway,USSR-csuvas,0,0,0
USSR-csuvas,Norway,0,0,0
Norway,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Norway,0,0,0
Norway,USSR-finn,0,0,0
USSR-finn,Norway,0,0,0
Norway,USSR-grúz,0.1,2,1
USSR-grúz,Norway,0.07692307692307693,2,1
Norway,USSR-kazah,0,0,0
USSR-kazah,Norway,0,0,0
Norway,USSR-kirgiz,0,0,0
USSR-kirgiz,Norway,0,0,0
Norway,USSR-lett,0,0,0
USSR-lett,Norway,0,0,0
Norway,USSR-litván,0.05,1,0
USSR-litván,Norway,0.027777777777777776,1,1
Norway,USSR-moldva,0,0,0
USSR-moldva,Norway,0,0,0
Norway,USSR-orosz,0.1,2,0
USSR-orosz,Norway,0.00966183574879227,2,2
Norway,USSR-tadzsik,0,0,0
USSR-tadzsik,Norway,0,0,0
Norway,USSR-türkmén,0,0,0
USSR-türkmén,Norway,0,0,0
Norway,USSR-udmurt,0,0,0
USSR-udmurt,Norway,0,0,0
Norway,USSR-ukrán,0.05,1,0
USSR-ukrán,Norway,0.017857142857142856,1,1
Norway,USSR-észt,0.05,1,1
USSR-észt,Norway,0.03333333333333333,1,0
Norway,USSR-örmény,0,0,0
USSR-örmény,Norway,0,0,0
Norway,USSR-üzbég,0,0,0
USSR-üzbég,Norway,0,0,0
Norway,Venezuela,0,0,0
Venezuela,Norway,0,0,0
Norway,Vietnam,0,0,0
Vietnam,Norway,0,0,0
Norway,Yugoslavia,0.4,8,6.5
Yugoslavia,Norway,0.0625,8,1.5
Poland,Poland,NA,NA,NA
Poland,Portugal,0.008771929824561403,2,2
Portugal,Poland,0.5,2,0
Poland,Romania,0.17982456140350878,41,22
Romania,Poland,0.2578616352201258,41,19
Poland,Singapore,0,0,0
Singapore,Poland,0,0,0
Poland,South Korea,0,0,0
South Korea,Poland,0,0,0
Poland,Spain,0.05701754385964912,13,9
Spain,Poland,0.19117647058823528,13,4
Poland,Sweden,0.08333333333333333,19,11
Sweden,Poland,0.4318181818181818,19,8
Poland,Switzerland,0.021929824561403508,5,4
Switzerland,Poland,0.21739130434782608,5,1
Poland,Turkey,0.03070175438596491,7,4
Turkey,Poland,0.22580645161290322,7,3
Poland,UK,0.04824561403508772,11,5
UK,Poland,0.34375,11,6
Poland,USA,0.03508771929824561,8,4.5
USA,Poland,0.21052631578947367,8,3.5
Poland,USSR-altaji,0,0,0
USSR-altaji,Poland,0,0,0
Poland,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Poland,0,0,0
Poland,USSR-csuvas,0,0,0
USSR-csuvas,Poland,0,0,0
Poland,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Poland,0,0,0
Poland,USSR-finn,0,0,0
USSR-finn,Poland,0,0,0
Poland,USSR-grúz,0.03070175438596491,7,7
USSR-grúz,Poland,0.2692307692307692,7,0
Poland,USSR-kazah,0.013157894736842105,3,2
USSR-kazah,Poland,0.375,3,1
Poland,USSR-kirgiz,0.0043859649122807015,1,1
USSR-kirgiz,Poland,0.3333333333333333,1,0
Poland,USSR-lett,0.04824561403508772,11,8.5
USSR-lett,Poland,0.4074074074074074,11,2.5
Poland,USSR-litván,0.07456140350877193,17,13
USSR-litván,Poland,0.4722222222222222,17,4
Poland,USSR-moldva,0.008771929824561403,2,2
USSR-moldva,Poland,0.25,2,0
Poland,USSR-orosz,0.17105263157894737,39,25.5
USSR-orosz,Poland,0.18840579710144928,39,13.5
Poland,USSR-tadzsik,0.0043859649122807015,1,1
USSR-tadzsik,Poland,0.2,1,0
Poland,USSR-türkmén,0.008771929824561403,2,2
USSR-türkmén,Poland,0.5,2,0
Poland,USSR-udmurt,0,0,0
USSR-udmurt,Poland,0,0,0
Poland,USSR-ukrán,0.07456140350877193,17,15
USSR-ukrán,Poland,0.30357142857142855,17,2
Poland,USSR-észt,0.05263157894736842,12,6.5
USSR-észt,Poland,0.4,12,5.5
Poland,USSR-örmény,0.021929824561403508,5,5
USSR-örmény,Poland,0.3125,5,0
Poland,USSR-üzbég,0.013157894736842105,3,2
USSR-üzbég,Poland,0.375,3,1
Poland,Venezuela,0,0,0
Venezuela,Poland,0,0,0
Poland,Vietnam,0.008771929824561403,2,2
Vietnam,Poland,0.6666666666666666,2,0
Poland,Yugoslavia,0.18859649122807018,43,17.5
Yugoslavia,Poland,0.3359375,43,25.5
Portugal,Portugal,NA,NA,NA
Portugal,Romania,0.25,1,0
Romania,Portugal,0.006289308176100629,1,1
Portugal,Singapore,0,0,0
Singapore,Portugal,0,0,0
Portugal,South Korea,0,0,0
South Korea,Portugal,0,0,0
Portugal,Spain,0,0,0
Spain,Portugal,0,0,0
Portugal,Sweden,0.5,2,0.5
Sweden,Portugal,0.045454545454545456,2,1.5
Portugal,Switzerland,0,0,0
Switzerland,Portugal,0,0,0
Portugal,Turkey,0.25,1,0.5
Turkey,Portugal,0.03225806451612903,1,0.5
Portugal,UK,0.25,1,0
UK,Portugal,0.03125,1,1
Portugal,USA,0.25,1,0
USA,Portugal,0.02631578947368421,1,1
Portugal,USSR-altaji,0,0,0
USSR-altaji,Portugal,0,0,0
Portugal,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Portugal,0,0,0
Portugal,USSR-csuvas,0,0,0
USSR-csuvas,Portugal,0,0,0
Portugal,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Portugal,0,0,0
Portugal,USSR-finn,0,0,0
USSR-finn,Portugal,0,0,0
Portugal,USSR-grúz,0,0,0
USSR-grúz,Portugal,0,0,0
Portugal,USSR-kazah,0,0,0
USSR-kazah,Portugal,0,0,0
Portugal,USSR-kirgiz,0,0,0
USSR-kirgiz,Portugal,0,0,0
Portugal,USSR-lett,0,0,0
USSR-lett,Portugal,0,0,0
Portugal,USSR-litván,0,0,0
USSR-litván,Portugal,0,0,0
Portugal,USSR-moldva,0,0,0
USSR-moldva,Portugal,0,0,0
Portugal,USSR-orosz,0.25,1,1
USSR-orosz,Portugal,0.004830917874396135,1,0
Portugal,USSR-tadzsik,0,0,0
USSR-tadzsik,Portugal,0,0,0
Portugal,USSR-türkmén,0.25,1,1
USSR-türkmén,Portugal,0.25,1,0
Portugal,USSR-udmurt,0,0,0
USSR-udmurt,Portugal,0,0,0
Portugal,USSR-ukrán,0,0,0
USSR-ukrán,Portugal,0,0,0
Portugal,USSR-észt,0,0,0
USSR-észt,Portugal,0,0,0
Portugal,USSR-örmény,0,0,0
USSR-örmény,Portugal,0,0,0
Portugal,USSR-üzbég,0,0,0
USSR-üzbég,Portugal,0,0,0
Portugal,Venezuela,0,0,0
Venezuela,Portugal,0,0,0
Portugal,Vietnam,0,0,0
Vietnam,Portugal,0,0,0
Portugal,Yugoslavia,0.5,2,1
Yugoslavia,Portugal,0.015625,2,1
Romania,Romania,NA,NA,NA
Romania,Singapore,0,0,0
Singapore,Romania,0,0,0
Romania,South Korea,0,0,0
South Korea,Romania,0,0,0
Romania,Spain,0.06289308176100629,10,4.5
Spain,Romania,0.14705882352941177,10,5.5
Romania,Sweden,0.06289308176100629,10,4.5
Sweden,Romania,0.22727272727272727,10,5.5
Romania,Switzerland,0.025157232704402517,4,1
Switzerland,Romania,0.17391304347826086,4,3
Romania,Turkey,0.03773584905660377,6,1
Turkey,Romania,0.1935483870967742,6,5
Romania,UK,0.031446540880503145,5,1
UK,Romania,0.15625,5,4
Romania,USA,0.03773584905660377,6,2
USA,Romania,0.15789473684210525,6,4
Romania,USSR-altaji,0,0,0
USSR-altaji,Romania,0,0,0
Romania,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Romania,0,0,0
Romania,USSR-csuvas,0,0,0
USSR-csuvas,Romania,0,0,0
Romania,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Romania,0,0,0
Romania,USSR-finn,0,0,0
USSR-finn,Romania,0,0,0
Romania,USSR-grúz,0.050314465408805034,8,7
USSR-grúz,Romania,0.3076923076923077,8,1
Romania,USSR-kazah,0.018867924528301886,3,3
USSR-kazah,Romania,0.375,3,0
Romania,USSR-kirgiz,0,0,0
USSR-kirgiz,Romania,0,0,0
Romania,USSR-lett,0.0440251572327044,7,5.5
USSR-lett,Romania,0.25925925925925924,7,1.5
Romania,USSR-litván,0.06289308176100629,10,7
USSR-litván,Romania,0.2777777777777778,10,3
Romania,USSR-moldva,0.012578616352201259,2,2
USSR-moldva,Romania,0.25,2,0
Romania,USSR-orosz,0.1949685534591195,31,20
USSR-orosz,Romania,0.1497584541062802,31,11
Romania,USSR-tadzsik,0,0,0
USSR-tadzsik,Romania,0,0,0
Romania,USSR-türkmén,0.006289308176100629,1,1
USSR-türkmén,Romania,0.25,1,0
Romania,USSR-udmurt,0,0,0
USSR-udmurt,Romania,0,0,0
Romania,USSR-ukrán,0.08176100628930817,13,9.5
USSR-ukrán,Romania,0.23214285714285715,13,3.5
Romania,USSR-észt,0.0440251572327044,7,4
USSR-észt,Romania,0.23333333333333334,7,3
Romania,USSR-örmény,0.025157232704402517,4,4
USSR-örmény,Romania,0.25,4,0
Romania,USSR-üzbég,0.025157232704402517,4,3.5
USSR-üzbég,Romania,0.5,4,0.5
Romania,Venezuela,0,0,0
Venezuela,Romania,0,0,0
Romania,Vietnam,0.018867924528301886,3,3
Vietnam,Romania,1,3,0
Romania,Yugoslavia,0.11949685534591195,19,7
Yugoslavia,Romania,0.1484375,19,12
Singapore,Singapore,NA,NA,NA
Singapore,South Korea,0,0,0
South Korea,Singapore,0,0,0
Singapore,Spain,0,0,0
Spain,Singapore,0,0,0
Singapore,Sweden,0,0,0
Sweden,Singapore,0,0,0
Singapore,Switzerland,0,0,0
Switzerland,Singapore,0,0,0
Singapore,Turkey,0,0,0
Turkey,Singapore,0,0,0
Singapore,UK,0,0,0
UK,Singapore,0,0,0
Singapore,USA,0,0,0
USA,Singapore,0,0,0
Singapore,USSR-altaji,0,0,0
USSR-altaji,Singapore,0,0,0
Singapore,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Singapore,0,0,0
Singapore,USSR-csuvas,0,0,0
USSR-csuvas,Singapore,0,0,0
Singapore,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Singapore,0,0,0
Singapore,USSR-finn,0,0,0
USSR-finn,Singapore,0,0,0
Singapore,USSR-grúz,0,0,0
USSR-grúz,Singapore,0,0,0
Singapore,USSR-kazah,0,0,0
USSR-kazah,Singapore,0,0,0
Singapore,USSR-kirgiz,0,0,0
USSR-kirgiz,Singapore,0,0,0
Singapore,USSR-lett,0,0,0
USSR-lett,Singapore,0,0,0
Singapore,USSR-litván,0,0,0
USSR-litván,Singapore,0,0,0
Singapore,USSR-moldva,0,0,0
USSR-moldva,Singapore,0,0,0
Singapore,USSR-orosz,0,0,0
USSR-orosz,Singapore,0,0,0
Singapore,USSR-tadzsik,0,0,0
USSR-tadzsik,Singapore,0,0,0
Singapore,USSR-türkmén,0,0,0
USSR-türkmén,Singapore,0,0,0
Singapore,USSR-udmurt,0,0,0
USSR-udmurt,Singapore,0,0,0
Singapore,USSR-ukrán,0,0,0
USSR-ukrán,Singapore,0,0,0
Singapore,USSR-észt,0,0,0
USSR-észt,Singapore,0,0,0
Singapore,USSR-örmény,0,0,0
USSR-örmény,Singapore,0,0,0
Singapore,USSR-üzbég,0,0,0
USSR-üzbég,Singapore,0,0,0
Singapore,Venezuela,0,0,0
Venezuela,Singapore,0,0,0
Singapore,Vietnam,0,0,0
Vietnam,Singapore,0,0,0
Singapore,Yugoslavia,0,0,0
Yugoslavia,Singapore,0,0,0
South Korea,South Korea,NA,NA,NA
South Korea,Spain,1,1,0
Spain,South Korea,0.014705882352941176,1,1
South Korea,Sweden,0,0,0
Sweden,South Korea,0,0,0
South Korea,Switzerland,0,0,0
Switzerland,South Korea,0,0,0
South Korea,Turkey,0,0,0
Turkey,South Korea,0,0,0
South Korea,UK,0,0,0
UK,South Korea,0,0,0
South Korea,USA,0,0,0
USA,South Korea,0,0,0
South Korea,USSR-altaji,0,0,0
USSR-altaji,South Korea,0,0,0
South Korea,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,South Korea,0,0,0
