city,year_n,nyelv,works
Sofija,1954,bolgár,70
Sofija,1955,bolgár,18
Sofija,1955,orosz,1
Sofija,1956,bolgár,7
Sofija,1957,bolgár,25
Sofija,1958,bolgár,9
Sofija,1959,bolgár,94
Sofija,1960,bolgár,8
Sofija,1961,bolgár,2
Sofija,1962,bolgár,3
Sofija,1963,bolgár,1
Sofija,1964,bolgár,43
Sofija,1965,bolgár,3
Sofija,1966,bolgár,87
Sofija,1967,bolgár,4
Sofija,1968,bolgár,12
Sofija,1969,bolgár,1
Sofija,1970,bolgár,309
Sofija,1971,bolgár,2
Sofija,1972,bolgár,70
Sofija,1973,bolgár,2
Sofija,1974,bolgár,1
Sofija,1977,bolgár,49
Sofija,NA,bolgár,4
Sonderhausen,1857,német,1
Sopron,1894,német,2
Sopron,1895,német,1
Sopron,1901,német,24
Spišská Nová ves,NA,szlovák,1
St. Gallen,1963,német,41
St. Louis,1967,angol,1
St. Louis,1968,angol,1
St. Louis,1971,angol,9
St. Louis,1972,angol,4
St. Louis,1972,francia,23
Stavanger,1951,holland,1
Stavanger,1951,norvég,1
Stockholm,1875,svéd,1
Stockholm,1876,svéd,1
Stockholm,1877,svéd,1
Stockholm,1879,svéd,1
Stockholm,1881,svéd,2
Stockholm,1882,svéd,10
Stockholm,1887,svéd,1
Stockholm,1888,svéd,49
Stockholm,1889,svéd,3
Stockholm,1897,svéd,2
Stockholm,1898,svéd,1
Stockholm,1899,svéd,1
Stockholm,1900,svéd,1
Stockholm,1901,svéd,1
Stockholm,1903,svéd,1
Stockholm,1908,svéd,1
Stockholm,1912,svéd,1
Stockholm,1913,svéd,2
Stockholm,1918,svéd,1
Stockholm,1920,svéd,1
Stockholm,1922,svéd,62
Stockholm,1928,svéd,1
Stockholm,1930,svéd,1
Stockholm,1932,svéd,19
Stockholm,1936,svéd,1
Stockholm,1937,svéd,1
Stockholm,1938,német,1
Stockholm,1938,svéd,2
Stockholm,1939,svéd,5
Stockholm,1940,svéd,2
Stockholm,1941,svéd,3
Stockholm,1942,svéd,3
Stockholm,1943,svéd,4
Stockholm,1944,svéd,59
Stockholm,1945,svéd,1
Stockholm,1946,svéd,1
Stockholm,1947,svéd,3
Stockholm,1952,svéd,8
Stockholm,1958,svéd,1
Stockholm,1960,svéd,2
Stockholm,1964,svéd,1
Stockholm,1966,svéd,22
Stockholm,1967,svéd,3
Stockholm,1968,svéd,67
Stockholm,1969,svéd,2
Stockholm,1970,svéd,15
Stockholm,1971,svéd,1
Stockholm,1973,angol,1
Stockholm,1973,francia,1
Stockholm,1973,német,1
Stockholm,1973,norvég,1
Stockholm,1973,svéd,60
Stockholm,1974,svéd,3
Stockholm,NA,svéd,8
Strassburg,1904,német,1
Strassburg,1905,német,1
Strassburg,1910,német,15
Stuttgart,1825,német,61.5
Stuttgart,1826,német,0.5
Stuttgart,1837,német,6
Stuttgart,1847,német,0.5
Stuttgart,1850,német,2
Stuttgart,1879,német,47
Stuttgart,1890,német,1
Stuttgart,1891,német,4
Stuttgart,1892,német,1
Stuttgart,1893,német,3
Stuttgart,1894,német,1.5
Stuttgart,1895,német,2
Stuttgart,1897,német,62.5
Stuttgart,1898,német,2
Stuttgart,1899,német,4.5
Stuttgart,1900,német,1
Stuttgart,1902,német,1
Stuttgart,1925,német,0.5
Stuttgart,1947,német,0.5
Stuttgart,1951,német,1.5
Stuttgart,1952,német,1
Stuttgart,1953,német,14
Stuttgart,1955,német,1
Stuttgart,1957,német,0.6666666666666666
Stuttgart,1959,német,1.8333333333333333
Stuttgart,1960,német,1.3333333333333333
Stuttgart,1961,német,1.8333333333333333
Stuttgart,1962,német,1.6666666666666665
Stuttgart,1963,német,1
Stuttgart,1964,német,1
Stuttgart,1965,német,38.5
Stuttgart,1966,német,4
Stuttgart,1967,német,1
Stuttgart,1968,német,1
Stuttgart,1969,német,7
Stuttgart,1970,német,1
Stuttgart,1971,német,2
Stuttgart,1974,német,1
Stuttgart,1975,német,1
Stuttgart,NA,német,2
Subotica,1914,horvát,296
Subotica,1940,szerb,1
Subotica,1958,horvát,1
Subotica,1960,szerb,0.5
Subotica,1963,horvát,19.5
Subotica,1965,horvát,35
Subotica,1965,szerb,1
Subotica,1966,horvát,1.5
Subotica,1972,horvát,0.5
Subotica,NA,horvát,2
Subotica,NA,szerb,1
Suceava,1949,román,1
Šumperk,1948,szlovák,1
Sydney,1953,angol,1
Sydney,1955,angol,113
Sydney,NA,angol,1
Syktyvkar,1958,komi,36
Szakartvelo,1964,grúz,1
Szeged,1808,német,1
Szeged,1921,eszperantó,1
Szeged,1922,eszperantó,1
Szeged,NA,eszperantó,1
Szeged,NA,latin,1
Szerenin,1949,lengyel,2
Szombathely,1940,angol,5
Tallinn,1886,észt,1
Tallinn,1894,észt,1
Tallinn,1898,észt,1
Tallinn,1902,észt,2
Tallinn,1907,észt,1
Tallinn,1911,észt,2
Tallinn,1913,észt,1
Tallinn,1921,észt,1
Tallinn,1922,észt,1
Tallinn,1924,észt,2
Tallinn,1926,észt,1
Tallinn,1927,észt,1
Tallinn,1939,észt,1
Tallinn,1954,észt,9
Tallinn,1955,észt,68
Tallinn,1957,észt,2
Tallinn,1958,észt,10
Tallinn,1959,észt,1
Tallinn,1960,észt,31
Tallinn,1961,észt,2
Tallinn,1963,észt,2
Tallinn,1964,észt,114
Tallinn,1965,észt,1
Tallinn,1966,észt,1
Tallinn,1968,észt,1
Tallinn,1971,észt,1
Tallinn,1973,észt,126
Tampere,1879,finn,1
Tampere,1892,finn,1
Tampere,1970,finn,193
Târgu-Mureş,1949,román,2
Tarnav,1949,román,2
Tarnopol,NA,lengyel,2
Tartu,1884,észt,2
Tartu,1886,észt,1
Tartu,1887,észt,5
Tartu,1888,észt,21
Tartu,1890,észt,1
Tartu,1891,észt,2
Tartu,1892,észt,1
Tartu,1893,észt,1
Tartu,1899,észt,2
Tartu,1900,észt,2
Tartu,1903,észt,2
Tartu,1904,észt,10
Tartu,1905,észt,1
Tartu,1907,észt,1
Tartu,1909,észt,1
Tartu,1914,észt,4
Tartu,1922,észt,3
Tartu,1924,észt,1
Tartu,1925,észt,11
Tartu,1928,észt,1
Tartu,1929,észt,4
Tartu,1930,észt,4
Tartu,1931,észt,1
Tartu,1936,észt,1
Tartu,1938,észt,1
Tartu,1939,észt,1
Tartu,1959,észt,51
Taskent,1942,orosz,3
Taskent,1943,orosz,1
Taskent,1958,üzbég,39
Taskent,1964,üzbég,1
Taskent,1965,üzbég,2
Tbilisi,1949,grúz,48
Tbilisi,1961,grúz,1
Tbilisi,1975,örmény,1
Teaneck,1966,angol,35
Teheran,1952,perzsa,45
Teheran,1954,perzsa,4
Tel Aviv,1930,héber,1
Tel Aviv,1940,héber,1
Tel Aviv,1942,héber,1
Tel Aviv,1948,héber,9
Tel Aviv,1952,héber,85
Tel Aviv,1953,héber,1
Tel Aviv,1954,héber,84
Tel Aviv,1955,héber,6
Tel Aviv,1956,héber,1
Tel Aviv,1957,héber,1
Tel Aviv,1958,héber,2
Tel Aviv,1959,angol,0.5
Tel Aviv,1959,héber,1
Tel Aviv,1960,héber,41
Tel Aviv,1968,héber,1
Tel Aviv,NA,angol,0.5
Tel Aviv,NA,héber,1
Tenerife,1958,eszperantó,1
Tepic,1966,spanyol,2
Thuin,1971,francia,3
Thusis,1960,német,1
Tielt,1951,francia,1
Tilsit,1892,litván,1
Tilsit,1893,litván,1
Timișoara,1897,román,1
Timișoara,1901,német,1
Timișoara,1911,német,1
Timișoara,1936,román,2
Timișoara,1949,román,3
Tipsia,1904,olasz,1
Tirana,1956,albán,18
Tirana,1960,albán,114
Tirana,1961,albán,1
Tokyo,1914,japán,1
Tokyo,1927,japán,4
Tokyo,1935,japán,1
Tokyo,1936,japán,28
Tokyo,1938,japán,22
Tokyo,1940,japán,2
Tokyo,1941,japán,55
Tokyo,1951,japán,2
Tokyo,1955,japán,162
Tokyo,1958,japán,3
Tokyo,1960,japán,1
Tokyo,1965,japán,1
Tokyo,1966,japán,18
Tokyo,1967,japán,1
Tokyo,1969,japán,7
Tokyo,1971,japán,1
Tokyo,1972,japán,1
Tokyo,1973,japán,62
Tokyo,1974,japán,1
Tokyo,NA,japán,1
Tolmezzo,1901,olasz,1
Torino,1859,olasz,1
Torino,1908,olasz,0.3333333333333333
Torino,1912,olasz,1
Torino,1913,olasz,2
Torino,1929,olasz,0.3333333333333333
Torino,1931,német,1
Torino,1931,olasz,24
Torino,1932,olasz,1
Torino,1936,olasz,10
Torino,1937,olasz,105.66666666666667
Torino,1939,francia,11
Torino,1939,olasz,18
Torino,1941,olasz,2
Torino,1942,német,1
Torino,1942,olasz,23
Torino,1952,olasz,1
Torino,1953,olasz,1
Torino,1954,olasz,1
Torino,1957,olasz,2
Torino,1958,olasz,4
Torino,1959,olasz,1
Torino,1960,olasz,96
Torino,1961,olasz,0.5
Torino,1962,olasz,1
Torino,1964,olasz,1
Torino,1965,olasz,1
Torino,NA,olasz,23
Toronto,1937,angol,0.5
Toronto,1938,angol,0.5
Toronto,1946,angol,0.3333333333333333
Toronto,1965,angol,0.3333333333333333
Toronto,1966,angol,301
Toronto,1968,angol,68
Toronto,1969,angol,0.3333333333333333
Toronto,1970,angol,7
Tours,1953,francia,1
Třebice,1896,cseh,2
Trieste,1928,olasz,1
Trnava,1893,szlovák,97
Trnava,1939,szlovák,1
Trnava,1940,szlovák,1
Trnava,1944,szlovák,1
Trnava,1945,szlovák,2
Trnava,1947,szlovák,1
Trnava,1948,szlovák,1
Trnava,1950,szlovák,1
Trnava,NA,szlovák,1
Tübingen,1825,német,61.5
Tübingen,1826,német,0.5
Tübingen,1837,német,6
Tübingen,1847,német,0.5
Tübingen,1897,német,0.5
Tübingen,1925,német,0.5
Tübingen,1975,német,24
Tunis,1974,francia,27
Turda,1934,román,2
Turda,1936,román,6
Turda,1937,román,15
Turda,1938,román,6
Turda,1939,román,5
Turku,1879,svéd,61
Turku,1885,finn,1
Turnu-Măgurele,1936,román,2
Tweede,NA,holland,1
Udine,1909,olasz,2
Udine,1948,olasz,2
Ufa,1961,baskir,56
Ulanbator,1950,mongol,2
Ulanbator,1953,mongol,24
Ulanbator,1958,mongol,1
Ulanbator,1961,mongol,30
Uppsala,1976,svéd,1
USA,1926,angol,2
Utrecht,1928,holland,1
Utrecht,1951,holland,1
Utrecht,1953,holland,1
Utrecht,1958,holland,1
Utrecht,1964,holland,2
Utrecht,1976,flamand,0.5
Užgorod,1906,ukrán,1
Užgorod,1942,ukrán,5
Užgorod,1943,ukrán,1
Užgorod,1949,ukrán,78
Užgorod,1950,ukrán,2
Užgorod,1953,ukrán,1
Užgorod,1954,ukrán,14
Užgorod,1956,ukrán,1
Užgorod,1957,ukrán,1
Užgorod,1958,ukrán,3
Užgorod,1960,ukrán,1
Užgorod,1968,ukrán,4
Užgorod,1970,ukrán,177
Vác,1930,olasz,1
Vaduz,1965,német,11
Varna,1895,bolgár,1
Varna,1969,bolgár,23
Varna,NA,bolgár,1
Velké Meziříčí,1893,cseh,17
Venezia,1885,olasz,16
Venezia,1889,olasz,1
Verona,1856,olasz,1
Verona,1909,olasz,2
Verona,1953,olasz,0.5
Verona,1961,olasz,0.5
Versec,1902,német,1
Versec,1918,szerb,1
Veszprém,1809,latin,1
Viljandi,1899,észt,2
Vilnius,1951,litván,29
Vilnius,1953,litván,25
Vilnius,1954,litván,1
Vilnius,1956,litván,3
Vilnius,1957,litván,1
Vilnius,1958,litván,5
Vilnius,1959,lett,1
Vilnius,1959,litván,1
Vilnius,1960,litván,2
Vilnius,1961,litván,1
Vilnius,1962,litván,1
Vilnius,1965,litván,3
Vilnius,1966,litván,2
Vilnius,1967,litván,1
Vilnius,1973,litván,20
Visby,1884,svéd,1
Vladimir,1957,orosz,1
Voronezh,1938,orosz,1
Warberg,1876,svéd,1
Warborg,1877,svéd,1
Warszawa,1858,lengyel,1
Warszawa,1859,lengyel,7
Warszawa,1862,lengyel,2
Warszawa,1868,lengyel,1
Warszawa,1870,lengyel,1
Warszawa,1871,lengyel,2
Warszawa,1879,lengyel,2
Warszawa,1880,lengyel,46
Warszawa,1881,lengyel,2
Warszawa,1882,lengyel,2
Warszawa,1883,lengyel,2
Warszawa,1884,lengyel,5
Warszawa,1885,lengyel,5
Warszawa,1886,lengyel,7
Warszawa,1887,lengyel,1
Warszawa,1888,lengyel,1
Warszawa,1889,lengyel,5
Warszawa,1890,lengyel,3
Warszawa,1892,lengyel,2
Warszawa,1894,lengyel,2
Warszawa,1895,lengyel,1
Warszawa,1896,lengyel,1
Warszawa,1899,lengyel,1
Warszawa,1901,lengyel,1
Warszawa,1903,lengyel,2
Warszawa,1904,lengyel,2
Warszawa,1909,lengyel,1
Warszawa,1911,lengyel,1
Warszawa,1917,lengyel,1
Warszawa,1920,lengyel,1
Warszawa,1921,lengyel,1
Warszawa,1924,héber,1
Warszawa,1925,lengyel,1
Warszawa,1926,lengyel,1
Warszawa,1927,lengyel,1
Warszawa,1930,lengyel,1
Warszawa,1932,lengyel,2
Warszawa,1934,lengyel,2
Warszawa,1935,lengyel,2
Warszawa,1936,lengyel,4
Warszawa,1937,lengyel,2
Warszawa,1938,lengyel,2
Warszawa,1947,lengyel,1
Warszawa,1948,lengyel,10
Warszawa,1949,lengyel,23
Warszawa,1950,lengyel,15.5
Warszawa,1951,lengyel,151
Warszawa,1952,lengyel,10.5
Warszawa,1953,lengyel,100
Warszawa,1954,lengyel,12
Warszawa,1955,lengyel,4
Warszawa,1956,lengyel,85
Warszawa,1957,lengyel,6
Warszawa,1958,lengyel,4
Warszawa,1959,lengyel,38
Warszawa,1960,lengyel,25
Warszawa,1961,lengyel,6
Warszawa,1962,lengyel,6
Warszawa,1963,lengyel,3
Warszawa,1964,lengyel,13
Warszawa,1965,lengyel,9
Warszawa,1966,lengyel,8
Warszawa,1967,lengyel,65
Warszawa,1968,lengyel,27
Warszawa,1969,lengyel,5
Warszawa,1970,lengyel,42
Warszawa,1971,lengyel,82
Warszawa,1972,lengyel,68
Warszawa,1973,lengyel,209
Warszawa,1974,lengyel,12
Warszawa,1975,lengyel,365
Warszawa,1976,lengyel,10
Warszawa,1977,lengyel,4
Warszawa,1978,lengyel,8
Warszawa,1979,lengyel,2
Warszawa,NA,lengyel,14
Washington,1933,angol,1
Washington,1946,angol,61
Washington,1947,angol,31
Washington,1954,angol,1
Washington,1968,angol,37
Weenen,1960,holland,1
Weimar,1916,német,1
Weimar,1918,német,61
Weimar,1919,német,2
Weimar,1953,német,11
Weimar,1954,német,48
Weimar,1955,német,233
Weimar,1956,német,1
Weimar,1965,német,4
Weimar,1968,német,0.5
Weimar,1970,német,1
Weimar,1973,német,0.5
Weimar,1977,német,17
Weimar,NA,német,1
Weissensee,NA,német,0.5
Weissenstein,1930,német,1
Wien,1800,német,11
Wien,1810,német,1
Wien,1814,német,2
Wien,1819,német,2
Wien,1820,német,2
Wien,1821,német,1
Wien,1825,német,0.5
Wien,1828,angol,0.5
Wien,1828,német,52.666666666666664
Wien,1828,olasz,0.5
Wien,1846,német,3
Wien,1848,német,2
Wien,1851,német,1
Wien,1854,német,0.3333333333333333
Wien,1855,német,1
Wien,1856,német,1
Wien,1858,német,0.3333333333333333
Wien,1860,német,1
Wien,1861,német,0.3333333333333333
Wien,1862,német,0.3333333333333333
Wien,1866,német,1
Wien,1868,német,6
Wien,1869,német,35
Wien,1870,német,1
Wien,1872,német,0.6666666666666666
Wien,1873,német,0.3333333333333333
Wien,1874,német,1.3333333333333333
Wien,1877,német,1
Wien,1878,német,3
Wien,1879,német,1
Wien,1881,német,1
Wien,1882,német,23
Wien,1884,német,4.5
Wien,1885,német,48
Wien,1886,német,61
Wien,1887,német,6
Wien,1888,német,1
Wien,1889,német,3
Wien,1890,német,1
Wien,1892,francia,0.5
Wien,1892,német,13.333333333333334
Wien,1894,héber,21
Wien,1895,német,14.666666666666666
Wien,1896,német,9.333333333333334
Wien,1897,német,139
Wien,1898,német,2.5
Wien,1899,német,2
Wien,1900,német,0.5
Wien,1902,német,1
Wien,1903,német,2
Wien,1904,német,3.3333333333333335
Wien,1905,német,2.5
Wien,1907,német,77
Wien,1910,német,210
Wien,1912,német,3.5
Wien,1913,német,8
Wien,1916,német,1.5
Wien,1918,német,53
Wien,1919,német,207
Wien,1921,német,31.166666666666664
Wien,1922,német,2
Wien,1923,német,20.666666666666668
Wien,1924,német,1
Wien,1925,német,24.5
Wien,1926,német,2
Wien,1927,német,1.5
Wien,1928,német,1.5
Wien,1929,német,2.3333333333333335
Wien,1931,német,2.5
Wien,1932,német,2
Wien,1933,német,12
Wien,1934,német,1.5
Wien,1935,német,1.8333333333333333
Wien,1936,német,5
Wien,1937,német,58.666666666666664
Wien,1938,német,6
Wien,1939,német,1
Wien,1940,német,2
Wien,1941,német,3
Wien,1942,német,1.5
Wien,1943,német,8.333333333333334
Wien,1944,német,0.3333333333333333
Wien,1946,német,2
Wien,1947,német,7
Wien,1948,német,34.5
Wien,1949,német,24.5
Wien,1950,német,6
Wien,1951,német,9
Wien,1952,német,18
Wien,1953,német,12
Wien,1954,német,4
Wien,1955,német,17.5
Wien,1956,német,1
Wien,1957,német,0.6666666666666666
Wien,1958,német,7.5
Wien,1959,német,3.3333333333333335
Wien,1960,német,1.3333333333333333
Wien,1961,német,41.833333333333336
Wien,1962,német,0.6666666666666666
Wien,1963,német,8.5
Wien,1964,német,0.3333333333333333
Wien,1965,német,5.5
Wien,1966,német,1.5
Wien,1967,német,41.5
Wien,1969,német,0.5
Wien,1970,német,11.833333333333334
Wien,1971,német,1
Wien,1972,német,33.5
Wien,1974,német,1
Wien,NA,német,72.08333333333333
Wiesbaden,1910,német,1
Wiesbaden,1960,német,2
Wiipuri,1892,finn,1
Winnipeg,1933,angol,126
Wrocław,1885,német,1
Wrocław,1886,német,5
Wrocław,1894,német,1
Wrocław,1895,német,2
Wrocław,1896,német,1
Wrocław,1898,német,1
Wrocław,1901,német,5
Wrocław,1902,német,715.6666666666666
Wrocław,1905,német,705.3333333333334
Wrocław,1906,német,1
Wrocław,1909,német,2
Wrocław,1936,német,1
Wrocław,1949,lengyel,2
Wrocław,NA,német,49
Wrocław,NA,olasz,1
Würzburg,1953,német,1
Wurzen,1863,német,1
Yekaterinburg,1893,orosz,1
Yekaterinburg,1930,orosz,2
Yekaterinburg,1942,orosz,1
Zagreb,1880,horvát,1
Zagreb,1895,szerb,1
Zagreb,1910,horvát,1
Zagreb,1914,horvát,2
Zagreb,1918,horvát,1
Zagreb,1924,horvát,3
Zagreb,1931,horvát,2
Zagreb,1932,horvát,1
Zagreb,1940,horvát,1
Zagreb,1943,horvát,1
Zagreb,1947,horvát,1
Zagreb,1948,horvát,1
Zagreb,1950,horvát,1
Zagreb,1951,horvát,258
Zagreb,1954,horvát,1
Zagreb,1955,horvát,3
Zagreb,1958,horvát,1
Zagreb,1960,horvát,4
Zagreb,1961,horvát,2
Zagreb,1962,horvát,2
Zagreb,1963,horvát,4
Zagreb,1967,horvát,3
Zagreb,1969,horvát,1
Zagreb,1971,horvát,32
Zagreb,NA,horvát,6
Zagreb,NA,szerb,1
Zandijk,1951,holland,1
Zobor,1860,francia,1
Zolochiv,1895,lengyel,1
Zolochiv,1910,lengyel,1
Zolochiv,NA,lengyel,1
Zrenjanin,1898,szerb,4
Zrenjanin,1914,német,3
Zürich,1867,német,1
Zürich,1870,német,1
Zürich,1919,német,5
Zürich,1921,német,26.166666666666664
Zürich,1923,német,7.666666666666666
Zürich,1927,német,0.5
Zürich,1929,német,0.3333333333333333
Zürich,1933,német,3
Zürich,1934,német,1
Zürich,1935,német,1
Zürich,1936,német,0.5
Zürich,1937,német,1.3333333333333333
Zürich,1942,német,2
Zürich,1943,német,1
Zürich,1948,német,3.5
Zürich,1949,német,0.5
Zürich,1950,német,1
Zürich,1952,német,1
Zürich,1953,német,3
Zürich,1956,német,1
Zürich,1957,német,4
Zürich,1958,német,1
Zürich,1962,német,1
Zürich,1967,német,5
Zürich,1968,német,7
Zürich,1973,német,1
Zürich,1974,német,17
Zürich,NA,német,1.5
Zutphen,1869,holland,1
Zutphen,1875,holland,1
Zutphen,1929,holland,101
Zwolle,1953,holland,1
Zyryanovsk,1954,kazah,1
Өzdәbmәşr,1934,üzbég,1
Свистуновои,1880,orosz,1
NA,1792,német,3
NA,1794,német,3
NA,1800,német,33
NA,1807,latin,3
NA,1808,cseh,NA
NA,1808,francia,3
NA,1808,német,3
NA,1809,latin,3
NA,1810,német,6
NA,1813,francia,18
NA,1814,latin,3
NA,1814,német,6
NA,1816,román,3
NA,1819,német,6
NA,1820,német,15
NA,1821,német,NA
NA,1823,bolgár,3
NA,1823,német,3
NA,1825,német,862
NA,1826,német,NA
NA,1826,olasz,3
NA,1827,német,NA
NA,1828,angol,4
NA,1828,német,106.66666666666667
NA,1828,olasz,4
NA,1829,német,123
NA,1830,angol,492
NA,1830,német,6
NA,1831,angol,3
NA,1831,német,3
NA,1836,német,3
NA,1837,német,12
NA,1838,német,6
NA,1839,német,12
NA,1839,orosz,3
NA,1840,német,201
NA,1841,német,27
NA,1842,német,6
NA,1842,olasz,3
NA,1843,német,15
NA,1844,német,6
NA,1845,német,15
NA,1845,svéd,6
NA,1846,német,210
NA,1847,német,1
NA,1848,német,195
NA,1849,angol,3
NA,1849,német,906
NA,1850,angol,18
NA,1850,francia,3
NA,1850,német,354
NA,1851,angol,9
NA,1851,német,NA
NA,1851,orosz,1
NA,1852,angol,73
NA,1852,német,153
NA,1852,orosz,3
NA,1853,angol,3
NA,1853,német,NA
NA,1854,angol,6
NA,1854,francia,1
NA,1854,német,561.3333333333334
NA,1855,német,180
NA,1855,orosz,3
NA,1856,francia,63
NA,1856,német,54
NA,1856,olasz,3
NA,1857,finn,3
NA,1857,francia,6
NA,1857,német,33
NA,1857,szerb,6
NA,1858,angol,3
NA,1858,lengyel,3
NA,1858,német,741.3333333333334
NA,1859,lengyel,21
NA,1859,német,42
NA,1859,olasz,6
NA,1860,francia,153
NA,1860,német,222
NA,1860,orosz,NA
NA,1860,szerb,NA
NA,1860,szlovák,12
NA,1861,angol,3
NA,1861,cseh,3
NA,1861,finn,6
NA,1861,francia,NA
NA,1861,görög,6
NA,1861,horvát,3
NA,1861,lengyel,NA
NA,1861,német,78.33333333333333
NA,1861,olasz,9
NA,1861,román,3
NA,1861,szerb,3
NA,1861,török,6
NA,1861,vend,3
NA,1862,francia,3
NA,1862,görög,3
NA,1862,lengyel,NA
NA,1862,német,0.3333333333333333
NA,1862,olasz,3
NA,1863,flamand,3
NA,1863,francia,3
NA,1863,német,78
NA,1863,olasz,57
NA,1864,német,1971
NA,1865,angol,9
NA,1865,cseh,3
NA,1865,francia,3
NA,1865,német,3
NA,1865,olasz,3
NA,1865,szlovák,6
NA,1866,finn,3
NA,1866,francia,4
NA,1866,lengyel,NA
NA,1866,német,193
NA,1866,szerb,NA
NA,1867,dán,111
NA,1867,francia,6
NA,1867,német,2211
NA,1868,angol,3
NA,1868,héber,60
NA,1868,horvát,3
NA,1868,lengyel,3
NA,1868,német,303
NA,1868,olasz,3
NA,1869,dán,3
NA,1869,holland,3
NA,1869,német,114
NA,1869,orosz,3
NA,1869,szerb,NA
NA,1869,szlovák,3
NA,1870,cseh,NA
NA,1870,finn,NA
NA,1870,francia,3
NA,1870,lengyel,3
NA,1870,német,6
NA,1870,román,NA
NA,1871,cseh,NA
NA,1871,finn,3
NA,1871,francia,609
NA,1871,lengyel,6
NA,1871,német,222
NA,1871,orosz,NA
NA,1871,szerb,9
NA,1872,cseh,NA
NA,1872,finn,15
NA,1872,francia,204
NA,1872,lengyel,NA
NA,1872,német,NA
NA,1872,olasz,21
NA,1872,orosz,NA
NA,1872,román,6
NA,1873,cseh,NA
NA,1873,finn,6
NA,1873,francia,282
NA,1873,héber,9
NA,1873,holland,3
NA,1873,lengyel,NA
NA,1873,német,NA
NA,1873,orosz,NA
NA,1873,szerb,3
NA,1874,angol,3
NA,1874,cseh,NA
NA,1874,dán,NA
NA,1874,finn,6
NA,1874,francia,4
NA,1874,holland,3
NA,1874,lengyel,3
NA,1874,német,134.33333333333334
NA,1874,olasz,6
NA,1874,török,6
NA,1875,angol,27
NA,1875,cseh,NA
NA,1875,dán,6
NA,1875,finn,18
NA,1875,francia,3
NA,1875,holland,3
NA,1875,lengyel,3
NA,1875,német,161
NA,1875,olasz,3
NA,1875,orosz,126
NA,1875,svéd,3
NA,1876,cseh,NA
NA,1876,eszperantó,3
NA,1876,francia,6
NA,1876,lengyel,NA
NA,1876,német,36
NA,1876,orosz,3
NA,1876,svéd,6
NA,1877,angol,204
NA,1877,cseh,NA
NA,1877,dán,6
NA,1877,finn,NA
NA,1877,francia,57
NA,1877,lengyel,3
NA,1877,német,127
NA,1877,olasz,3
NA,1877,román,12
NA,1877,svéd,9
NA,1878,cseh,NA
NA,1878,finn,6
NA,1878,lengyel,NA
NA,1878,német,365
NA,1878,olasz,3
NA,1878,svéd,6
NA,1878,szerb,NA
NA,1879,cseh,3
NA,1879,dán,3
NA,1879,finn,9
NA,1879,lengyel,15
NA,1879,német,188
NA,1879,olasz,3
NA,1879,orosz,NA
NA,1879,rhetoromán,9
NA,1879,román,3
NA,1879,svéd,189
NA,1880,cseh,NA
NA,1880,dán,3
NA,1880,francia,12
NA,1880,görög,3
NA,1880,horvát,3
NA,1880,latin,63
NA,1880,lengyel,138
NA,1880,német,NA
NA,1880,olasz,NA
NA,1880,orosz,6
NA,1880,szerb,6
NA,1881,angol,333
NA,1881,cseh,6
NA,1881,finn,12
NA,1881,francia,12
NA,1881,lengyel,9
NA,1881,német,33
NA,1881,olasz,12
NA,1881,orosz,NA
NA,1881,svéd,9
NA,1881,szerb,6
NA,1882,cseh,NA
NA,1882,észt,NA
NA,1882,francia,30
NA,1882,lengyel,NA
NA,1882,lett,NA
NA,1882,német,257
NA,1882,olasz,9
NA,1882,orosz,NA
NA,1882,román,9
NA,1882,svéd,33
NA,1882,szerb,129
NA,1883,cseh,NA
NA,1883,dán,3
NA,1883,francia,12
NA,1883,lengyel,NA
NA,1883,német,24
NA,1883,olasz,6
NA,1883,orosz,9
NA,1883,román,12
NA,1883,szlovák,3
NA,1884,angol,6
NA,1884,cseh,6
NA,1884,észt,NA
NA,1884,finn,3
NA,1884,francia,NA
NA,1884,lengyel,15
NA,1884,német,47
NA,1884,olasz,3
NA,1884,örmény,3
NA,1884,román,9
NA,1884,rutén,6
NA,1884,svéd,3
NA,1885,angol,132
NA,1885,cseh,9
NA,1885,dán,27
NA,1885,finn,3
NA,1885,francia,51
NA,1885,lengyel,18
NA,1885,német,507
NA,1885,olasz,51
NA,1885,orosz,3
NA,1885,szerb,3
NA,1886,angol,234
NA,1886,cseh,36
NA,1886,észt,NA
NA,1886,francia,12
NA,1886,lengyel,NA
NA,1886,lett,NA
NA,1886,német,NA
NA,1886,olasz,3
NA,1886,orosz,NA
NA,1886,szlovák,18
NA,1887,angol,315
NA,1887,cseh,NA
NA,1887,észt,NA
NA,1887,finn,6
NA,1887,francia,15
NA,1887,héber,27
NA,1887,holland,3
NA,1887,lengyel,15
NA,1887,német,451
NA,1887,orosz,NA
NA,1887,román,3
NA,1887,svéd,3
NA,1887,szerb,3
NA,1887,szlovák,15
NA,1888,angol,1
NA,1888,cseh,NA
NA,1888,észt,63
NA,1888,finn,9
NA,1888,francia,6
NA,1888,lengyel,NA
NA,1888,lett,NA
NA,1888,német,87
NA,1888,olasz,4
NA,1888,orosz,6
NA,1888,svéd,147
NA,1889,angol,169
NA,1889,cseh,NA
NA,1889,finn,21
NA,1889,francia,3
NA,1889,holland,NA
NA,1889,horvát,3
NA,1889,lengyel,NA
NA,1889,lett,NA
NA,1889,német,660
NA,1889,olasz,3
