id,author,translator,target_title,target_lang,country,year,place,publisher,pagination,orig_lang,editionstat,orig_title,interm_title,isbn,interm_lang,auth_quality,transl_quality
1864,"Molnár Ferenc","Mortkowiczowa Janina","Chłopcy z Placu Broni",Polish,Poland,1980,Warszawa,"Nasza Księgarnia","143 p. ill.",Hungarian,"Wyd. 17","A pál utcai fiúk",,,German,,
1865,"Németh László","Hrycyk Krystyna",Żałoba,Polish,Poland,1980,Kraków,"Wydawnictwo Literackie","342 p.",Hungarian,,Gyász,,,,,
1866,"Ottlik Géza","Olszański Tadeusz","Szkoła na granicy",Polish,Poland,1980,Warszawa,"Państwowy Instytut Wydawniczy","388 p.",Hungarian,,"Iskola a határon",,,,,
1867,"Illyés Gyula","Gilevski Paskal","Osvetlen prozorec",Macedonian,"Yugoslavia (to 2002)",1981,Skopje,"Makedonska revija","96 p.",Hungarian,,"Kivilágitott ablak",,,,,
1868,"Szücs Jenő","Kerekes Johanna; et al.","Nation und Geschichte: Studien",German,Hungary,1981,Budapest,Corvina,"378 p.",Hungarian,,"Nemzet és történelem",,,,,
1869,"Molnár Ferenc","Matijević L.","Junaci pavlove ulice","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1980,Zagreb,Mladost,"213 p. ill.",Hungarian,"11. izd.","A Pál-utcai fiúk",,,,,
1870,"Ady Endre","Dubin Boris; et al.",Izbrannoe,Russian,Hungary,1981,Budapest,Corvina,"558, 20 p. ill.",Hungarian,,,,,,,
1871,,"Tóth Éva","Antología de la poesía húngara desde el siglo XIII hasta nuestros días",Spanish,Hungary,1981,Budapest,Corvina,"346 p.",Hungarian,,,,,,,
1872,"Áts Erika",,"Gefesselt ans Pfauenrad: Gedichte: Gedichte und Nachdichtungen",German,Hungary,1981,Budapest,Tankönyvkiadó,"90 p.",Hungarian,,,,,,,
1873,"Zilahy Lajos","Perovic Sonja",Begunac,"Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,"Novi Sad",Bratstvo-Jedinstvo,"302 p.",Hungarian,,"A szökevény",,,,,
1874,"Zilahy Lajos","Ormay Eugen",Ararat,"Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,"Novi Sad",Bratstvo-Jedinstvo,"2 v.",Hungarian,,Ararat,,,,,
1875,"Zilahy Lajos","Tokin Boško",Zarobljenici,"Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,"Novi Sad",Bratstvo-Jedinstvo,"1 v.",Hungarian,,"A két fogoly",,,,,
1876,"Zilahy Lajos","Perovic Sonja","Grad izbeglica","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,"Novi Sad",Bratstvo-Jedinstvo,"285 p.",Hungarian,,"Földönfutö város",,,,,
1877,"Zilahy Lajos","Stričević Jozefina","Kad duša zamire","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,"Novi Sad",Bratstvo-Jedinstvo,"305 p.",Hungarian,,"A lelek kialszik",,,,,
1878,"Zilahy Lajos","Perovic Sonja","Osveta oružja","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,"Novi Sad",Bratstvo-Jedinstvo,"319 p.",Hungarian,,"A fegyverek visszanéznek",,,,,
1879,"Zilahy Lajos","Perovic Sonja","Purpurni vek...","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,"Novi Sad",Bratstvo-Jedinstvo,"399 p.",Hungarian,,"A bibór század",,,,,
1880,"Zilahy Lajos","Perovic Sonja","Razbesneli andjeo","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,"Novi Sad",Bratstvo-Jedinstvo,"357 p.",Hungarian,,,"The angry angel",,English,,
1881,"Zilahy Lajos","Perovic Sonja","Samrtno proleće","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,"Novi Sad",Bratstvo-Jedinstvo,"290 p.",Hungarian,,"Halálos tavasz",,,,,
1882,"Szende Béla",,"Bekenntnisse, Erkenntnisse: Ungarndeutsche Anthologie",German,Hungary,1979,Budapest,Tankönyvkiadó,"318 p. ill.",Hungarian,,,,,,,
1883,"Fekete István","Podzemskaja Nina","Lutra: istorija odnoj vydry",Russian,Hungary,1981,Budapest,Corvina,"254 p. ill.",Hungarian,,Lutra,,,,,
1884,"Zsilka János","Jávor Ágnes","Dialectics of the motion forms in language",English,Hungary,1981,Budapest,"Akadémiai Kiadó","311 p. ill.",Hungarian,,"A nyelvi mozgásformák dialektikája",,,,,
1885,"Karinthy Frigyes","Fangrat Tadeusz","Całe miasto o tym mówi: humoreski",Polish,Poland,1981,Warszawa,"Książka i Wiedza","199 p.",Hungarian,,,,,,,
1886,"Kosztolányi Dezső","Schweinitz-Kulisiewicz Magdalena","Kornel Esti",Polish,Poland,1981,Warszawa,"Państwowy Instytut Wydawniczy","261 p.",Hungarian,,"Esti Kornél",,,,,
1887,"Mészöly Miklós","Mondral Camilla","Saul z Tarsu",Polish,Poland,1981,Warszawa,Pax,"141 p.",Hungarian,"Wyd. 2",Saulus,,,,,
1888,"Munkácsi Miklós","Salapska Maria",Bękart,Polish,Poland,1981,Warszawa,Czytelnik,"269 p.",Hungarian,,"A fattyú",,,,,
1889,"Németh László","Mondral Camilla",Odraza,Polish,Poland,1981,Warszawa,"Państwowy Instytut Wydawniczy","426 p.",Hungarian,"Wyd. 3",Iszony,,,,,
1890,"Passuth László","Kuźniarska Hanna","Madrygał: powieść o Gesualdzie da Venosa",Polish,Poland,1981,Kraków,"Polskie Wydawnictwo Muzyczne","579 p. ill.",Hungarian,,"Madrigál: Carlo Gesualdo életregénye",,,,,
1891,"Sánta Ferenc","Pisarska Krystyna","Piąta pieczęć",Polish,Poland,1981,Warszawa,Pax,"222 p.",Hungarian,"Wyd. 2","Az ötödik pecsét",,,,,
1892,"Szabó Magda","Pisarska Krystyna","Staroświecka historia",Polish,Poland,1981,Warszawa,"Państwowy Instytut Wydawniczy","424 p.",Hungarian,,"Régimódi történet",,,,,
1893,"Thurzó Gábor","Mondral Camilla",Święty,Polish,Poland,1981,Warszawa,"Państwowy Instytut Wydawniczy","364 p.",Hungarian,"Wyd. 2","A szent",,,,,
1894,"Csoóri Sándor","Nowak Tadeusz; Sliwiak Tadeusz; Sutarski Konrad","Era oczu [extr.]",Polish,Poland,1981,Kraków,"Wydawnictwo Literackie","146 p.",Hungarian,,"A látogató emlékei",,,,,
1895,"Gáll István","Szolnokiová Júlia","Správca žrebčinca",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,Smena,"227 p.",Hungarian,,"A ménesgazda",,,,,
1896,"Jókai Mór","Engelmann Alfréd","Turecký svet v Uhorsku",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,Tatran,"344 p.",Hungarian,,"Török világ Magyarországon",,,,,
1897,"Vekerdi László","Thieben Viktor","Isaac Newton",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,Smena,"167 p.",Hungarian,,"Így élt Newton",,,,,
1898,"Lukács György","Babić Sava","Rani radovi: 1902-1910","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,Sarajevo,"Veselin Masleša","281 p.",Hungarian,,"Ifjűkori művek",,,,,
1899,"Urbán János","Mirković Lazar","Plameno ostrvo (2:) Hronika adjanskog zemljoradničkog i radničkog pokreta 1919-1947","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1980,"Novi Sad",Forum,"461 p. ill.",Hungarian,,Tüsziget,,,,,
1900,"Pál Quittner","Kišimre Ištvan","Sistemi za rukovanje bazama podataka","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad; Subotica","Pokrajinski savet za informatiku; Ekonomski fakultet","111 p. ill.",Hungarian,,"Adatbázis kezelő rendszerek",,,,,
1901,"Bosnyák István","Varga Josip","Pisma sa panonskog asfalta","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad","Srpska čitaonica i knjižnica Irig","119 p.",Hungarian,,,,,,,
1902,"Fehér Ferenc","Taufer Veno","Do pasu v zemlji",Slovenian,"Yugoslavia (to 2002)",1981,Ljubljana,"Državna založba Slovenije","64 p.",Hungarian,,,,,,,
1903,"Fehér Ferenc","Čudiḱ Predrad","Pesma djaka sa salaša","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,Beograd,"Nolit, etc.","54 p. ill.",Hungarian,,,,,,,
1904,"Gobby Fehér Gyula","Marković Lazar","Svetlosti otpora: dokumentarna drama","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,"Novi Sad","Forum, etc.","139 p.",Hungarian,,"Az ellenállés fényei",,,,,
1905,"Illés Béla","Novak Vilko","Karpatska rapsodija",Slovenian,"Yugoslavia (to 2002)",1982,"Murska Sobota","Pomurska založba","2 v.",Hungarian,,"Karpati rapszódia",,,,,
1906,"Kolozsvári Grandpierre Emil","Glik Zlatko","Žene iz malog oglasnika","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,Zagreb,Naprijed,"214 p.",Hungarian,,"Nök apróban",,,,,
1907,"Molnár Ferenc","Leskovac Mladen","Dečaci Palove ulice","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,Beograd,"Nolit, etc.","199 p.",Hungarian,"4. ed.","A pál utcai fiúk",,,,,
1908,"Molnár Ferenc","Medeši Serafinas","Hlapci z Pavlovej ulici",Ukrainian,"Yugoslavia (to 2002)",1982,"Novi Sad","Zavod za izdavanje udžbenika","171 p. ill.",Hungarian,,"A Pál-utcai fiúk",,,,,
1909,"Szabó Magda","Verber Eugen","Starinska priča","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,Beograd,"Narodna knjiga","456 p.",Hungarian,,"Régimódi történet",,,,,
1910,"Zilahy Lajos","Ormay Eugen",Ararat,"Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad",Bratstvo-Jedinstvo,"2 v.",Hungarian,,Ararat,,,,,
1911,"Zilahy Lajos","Perovic Sonja",Begunac,"Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad",Bratstvo-Jedinstvo,"302 p.",Hungarian,,"A szökevény",,,,,
1912,"Zilahy Lajos","Perovic Sonja","Grad izbeglica","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad",Bratstvo-Jedinstvo,"285 p.",Hungarian,,"Földönfutö város",,,,,
1913,"Zilahy Lajos","Stričević Jozefina","Kad duša zamire","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad",Bratstvo-Jedinstvo,"305 p.",Hungarian,,"A lelek kialszik",,,,,
1914,"Zilahy Lajos","Perovic Sonja","Osveta oružja","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad",Bratstvo-Jedinstvo,"319 p.",Hungarian,,"A fegyverek visszanéznek",,,,,
1915,"Zilahy Lajos","Perovic Sonja","Purpurni vek: prva knjiga trilogije o Dukajevima","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad",Bratstvo-Jedinstvo,"399 p.",Hungarian,,"A bibór század",,,,,
1916,"Zilahy Lajos","Perovic Sonja","Razbesneli andjeo","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad",Bratstvo-Jedinstvo,"357 p.",Hungarian,"14. ed.",,"The angry angel",,English,,
1917,"Zilahy Lajos","Perovic Sonja","Samrtno proleće","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad",Bratstvo-Jedinstvo,"290 p.",Hungarian,,"Halálos tavasz",,,,,
1918,"Zilahy Lajos","Perovic Sonja","Samrtno proleće","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,Subotica,Minerva,"259 p.",Hungarian,,"Halálos tavasz",,,,,
1919,"Zilahy Lajos","Tokin Boško",Zarobljenici,"Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Novi Sad",Bratstvo-Jedinstvo,"367 p.",Hungarian,"14. ed.","A két fogoly",,,,,
1920,"Károlyi Mihály",,"Vjera bez iluzije: memoari Crvenoga grofa","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1982,"Zagreb; Zagreb","Prosvjeta; Liber","421 p.",Hungarian,,"Hit, illúziók nélkúl",,,,,
1921,"Nyiszli Miklos","Schwarz Eva; Singer Ivica","U službi doktora Mengelea","Serbo-Croatian (to 1992)","Yugoslavia (to 2002)",1981,Zagreb,"Vjesnikova press agencija","124 p. ill.",Hungarian,,"Dr. Mengele boncolóorvosa voltam az Auschwitzi krematóriumban",,,,,
1922,"Voigt Vilmos","Žilková Marta","Úvod do semiotiky",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,Tatran,"258 p.",Hungarian,,"Bevezetés a szemiotikába",,,,,
1923,"Kiss Artúr","Takáč Oto","Politická teória a politická prax",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,Pravda,"320 p.",Hungarian,,"Politikai elmélet - politikai gyakorlat",,,,,
1924,"Ranschburg Jenó","Horkovics-Kovátsová Zuzana","Strach, hnev, agresivita",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,SPN,"147 p.",Hungarian,,"Félelem, harag, agreszió",,,,,
1925,"Szabó László","Szászová Helena","Vkus a kultúrnost'",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,Pravda,"174 p.",Hungarian,,"Ízlés és kozművelődés",,,,,
1926,"Tőkei Ferenc","Mészáros Ondrej","K teórii spoločenských foriem",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,Pravda,"199 p.",Hungarian,,"A társadalmi formák marxista elméletének néhány kérdéséhez",,,,,
1927,"Holdas Sándor","Pražák Richard","Rychlý, rychlejší, nejrychlejší",Czech,"Czechoslovakia (to 1992)",1982,Praha,Albatros,"46 p. ill.",Hungarian,,,,,,,
1928,"Istvánné Halmos; Neményi Eszter C.; Varga Tamás","Steiner Juraj","Hrajme sa s matematikou",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,"Mladé letá","208 p. ill.",Hungarian,,"Játsszunk matematikát",,,,,
1929,"Balázs K.; Bodor J.; Lelkes L.","Vaneková Zlatica","Chemická ochrana v záhradke",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,Príroda,"207 p.",Hungarian,,"Kiskertek és házikertek növényvédelmi naptára",,,,,
1930,"Romváry Vilmos","Studnický Július","Koreniny - pochutiny v domácnosti",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,Alfa,"336 p.",Hungarian,,"Fűszerek könyve",,,,,
1931,"Bereményi Géza","Černý Michal","Halmi aneb Ztracený syn",Czech,"Czechoslovakia (to 1992)",1982,Praha,Dilia,"177 p.",Hungarian,,"Halmi vagy a tékozló fiú",,,,,
1932,"Bereményi Géza","Počová Kateřina","Kubický metr vzduchu",Czech,"Czechoslovakia (to 1992)",1982,Praha,Dilia,"174 p.",Hungarian,,Légköbméter,,,,,
1933,"Csukás István","Husová Marcela","Buřinka a bambule",Czech,"Czechoslovakia (to 1992)",1982,Praha,Albatros,"219 p. ill.",Hungarian,,"Keménykalap és krumpliorr",,,,,
1934,"Golgóczi Erzsbét","Rossová Anna","Společná vina",Czech,"Czechoslovakia (to 1992)",1982,Praha,Odeon,"188 p.",Hungarian,,"A kōzōs būn",,,,,
1935,"Karinthy Ferenc","Rákos Petr",Epepe,Czech,"Czechoslovakia (to 1992)",1981,Praha,MF,"199 p.",Hungarian,,,,,,,
1936,"Karinthy Frigyes","Valentová Anna","Putování kolem mé lebky",Czech,"Czechoslovakia (to 1992)",1982,Praha,Odeon,"320 p.",Hungarian,,"Utazás a koponyám körül",,,,,
1937,"Lengyel Péter","Navrátil Milan","Druhá planeta Oggu",Czech,"Czechoslovakia (to 1992)",1981,Praha,Svoboda,"209 p.",Hungarian,,"Ogg második bolygója",,,,,
1938,"Füst Milán","Reinerová Magda","Miloval jsem svou ženu",Czech,"Czechoslovakia (to 1992)",1981,Praha,Odeon,"318 p. ill.",Hungarian,"2. ed.",,,,,,
1939,"Békés Pál","Števková Mária",Žeriavy,Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,Smena,"159 p.",Hungarian,,Darvak,,,,,
1940,"Mocsár Gábor","Navrátil Milan","Čtyři naháči a pes",Czech,"Czechoslovakia (to 1992)",1982,Praha,"Lidové nakladatelství","214 p. ill.",Hungarian,,Illetlenek,,,,,
1941,"Sütö András","Rossová Anna","Kain a Ábel",Czech,"Czechoslovakia (to 1992)",1982,Praha,Dilia,"92 p.",Hungarian,,"Kain és Abel",,,,,
1942,"Szántó György","Rozgonyiová Ema","Zlatá ratolest",Czech,"Czechoslovakia (to 1992)",1981,Praha,Vyšehrad,"308 p.",Hungarian,,Aranyágacska,,,,,
1943,"Fábry Štefan","Brániková Erika","V službách revolúcie",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,Pravda,"173 p.",Hungarian,,"A forradalom katonája",,,,,
1944,"Fekete István","Jedličková Nora",Bodliak,Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,"Mladé letá","295 p. ill.",Hungarian,,Bogáncs,,,,,
1945,"Füst Milán","Lesná Marta","Advent a iné",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,Tatran,"383 p.",Hungarian,,"Kisregények (1-2)",,,,,
1946,"Garai Gábor","Štítnický Ctibor","Ročné obdobie vášne",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,"Slovesnký spisovatel'","126 p.","Hungarian; Hungarian; Hungarian",,"Kedd; Myárvég; Visszfény, etc.",,,,,
1947,"Csanda Alexander","Králová Katarína","Slovo priatel'ské: štúdie o maďarskej literatúre na Slovensku",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,"Slovenský spisovatel'","252 p.",Hungarian,,,,,,,
1948,"Márton Klára","Hatalová Katarína","Ukradnite ma, prosím!",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,"Mladé letá","160 p. ill.",Hungarian,,"Tessék engem elrabolni",,,,,
1949,"Passuth László","Petro Jozef","Bohovia miznú v zlatej hmle",Slovak,"Czechoslovakia (to 1992)",1981,Košice,"Východoslovenské vydavatel'stvo","613 p.",Hungarian,,"Aranyködben fáznak az istenek",,,,,
1950,"Marosi Gyula","Hanáková Gabriela","Ako motív je to dobré",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,Pravda,"167 p.",Hungarian,,"Motívumnak jó lesz",,,,,
1951,"Mattyasovszky Jenő","Hajdúk Peter","Prípad mŕtveho agenta",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,Smena,"191 p.",Hungarian,,"Hód és az elárult ügynök",,,,,
1952,,,"Moderná maďarská dráma",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,Tatran,"347 p.",Hungarian,,,,,,,
1953,"Nagy Katalin","Teren Štefan","Skúšobný let",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,"Mladé letá","216 p.",Hungarian,,Próbarepülés,,,,,
1954,"Passuth László","Lesná Marta","Madrigal: Životopisný román o Carlovi Gesualdovi",Slovak,"Czechoslovakia (to 1992)",1979,Bratislava,Opus,"408 p.",Hungarian,,"Madrigal - Carlo Gesualdo életregénye",,,,,
1955,"Ronászegi Miklós","Petro Jozef","Král'ovnin pirát",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,"Východoslovenské vydavatel'stvo","533 p. ill.",Hungarian,,"A királynő kalóza",,,,,
1956,"Kondrót Vojtech",,"Doporučené listy",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,Smena,"157 p. ill.",Hungarian,,,,,,,
1957,"Kristóf Attila","Weissová Mária","Noc lasice",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,Smena,"277 p.",Hungarian,,"A menyét éjszakája",,,,,
1958,"Lengyel Dénes","Král'ová Katarína","Zázračný jeleň",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,Tatran,"240 p. ill.",Hungarian,,,,,,,
1959,"Halász Zoltán","Jedličková Nora","Louis Pasteur",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,Smena,"141 p.",Hungarian,,"Ygy élt Pasteur",,,,,
1960,"Thury Zsuzsa","Garaj Ľudovít","Červená sklenená gul'a",Slovak,"Czechoslovakia (to 1992)",1982,Košice,"Východoslovenské vydavatel'stvo","302 p.",Hungarian,,"A tűzpiros üveggömb",,,,,
1961,"Tordon Ákos","Teren Štefan","Posledný lev",Slovak,"Czechoslovakia (to 1992)",1981,Bratislava,"Mladé letá","160 p. ill.",Hungarian,,"Az utolsó oroszlán",,,,,
1962,"Tőzsér Árpád","Kondrót Vojtech; et al.","Na brehu papiera",Slovak,"Czechoslovakia (to 1992)",1982,Bratislava,"Slovenský spisovatel'","95 p.",Hungarian,,,,,,,
1963,"Heller Ágnes","Jardim Conceiçao; Nogueira Eduardo","O homem do Renascimento",Portuguese,Portugal,1982,Lisboa,Presença,"366 p.",Hungarian,,"A reneszánsz ember",,,,,
1964,"Biblioteca Corviniana","Ławnik Ester","Biblioteka króla Macieja Korwina",Polish,Poland,1981,Wrocław,"Zakład Narodowy im. Ossolińskich","326 p. ill.",Hungarian,,"Bibliotheca Corviniana",,,,Wrocław,
1965,"Preisich Gábor","Dobrowolny Mieczysław","Walter Gropius",Polish,Poland,1981,Warszawa,Arkady,"34 p. ill.",Hungarian,,"Walter Gropius",,,,,
1966,"Takács József","Kilijańczyk Agnieszka",Masaccio,Polish,Poland,1982,Warszawa,Arkady,"72 p. ill.",Hungarian,,Masaccio,,,,,
1967,"Tátrai Vilmos","Kilijańczyk Agnieszka","Piero della Francesca",Polish,Poland,1982,Warszawa,Arkady,"14, 58 p. ill.",Hungarian,,"Piero della Francesca",,,,,
1968,,,"Antologia współczesnego dramatu węgierskiego",Polish,Poland,1982,Warszawa,"Państwowy Instytut Wydawniczy","487 p.",Hungarian,,,,,,,
1969,"Déry Tibor","Netz Feliks",Anatema,Polish,Poland,1982,Kraków,"Wydawnictwo Literackie","343 p.",Hungarian,,"A kiközösítő",,,,,
1970,"Déry Tibor","Olszański Tadeusz","Wyimaginowany reportaż z amerykańskiego popfestiwalu",Polish,Poland,1982,Kraków,"Wydawnictwo Literackie","185 p.",Hungarian,,"Képzelt riport egy amerikai popfesztiválról",,,,,
1971,,"Dabi István; et al.","Dom bez drzwi: antologia opowiadań węgierskich",Polish,Poland,1982,Kraków,"Wydawnictwo Literackie","472 p.",Hungarian,,Körkép,,,,,
1972,"Hegedüs Bite Daniel","Mazurkiewicz Alicja","Czerwony latawiec",Polish,Poland,1982,Warszawa,"Nasza Księgarnia","213 p.",Hungarian,,"Piros sarkány",,,,,
1973,"Janikovszky Éva","Pęksa Stefan","Jestem już przedszkolakiem",Polish,Poland,1982,Warszawa,"Nasza Księgarnia","60 p. ill.",Hungarian,,"Már óvodás vagyok",,,,,
1974,"Kolozsvári Grandpierre Emil","Pisarska Krystyna","Kobiety z ogłoszenia",Polish,Poland,1981,Warszawa,Czytelnik,"204 p.",Hungarian,,"Nök apróban",,,,,
1975,,"Dabi István; et al.","Gwiazdy Galaktyki: antologia opowiadań science fiction pisarzy węgierskich",Polish,Poland,1981,Poznań,"Wydawnictwo Poznańskie","368 p.",Hungarian,,,,,,,
1976,"Molnár Ferenc","Mortokowiczowa Janina","Chłopcy z Placu Broni",Polish,Poland,1982,Warszawa,"Młodzieżowa Agencja Wydawnicza Wyd.","18, 143 p. ill.",Hungarian,,"A Pál utcai fiúk",,,German,,
1977,"Nemes László","Schweinitz-Kulisiewicz Magdalena","Umowa szczęściu",Polish,Poland,1982,Warszawa,Czytelnik,"154 p.",Hungarian,,Szerencseszerzödés,,,,,
1978,"Örkény István","Mondral Camilla","Wystawa róż",Polish,Poland,1982,Warszawa,Czytelnik,"114 p.",Hungarian,,Rózsakiállitás,,,,,
1979,"Szabó Magda","Sieroszewski Andrzej","Bal maskowy",Polish,Poland,1982,Warszawa,"Nasza Księgarnia","247 p.",Hungarian,"2. ed.",Alarcosbál,,,,,
1980,"Zolnay Vilmos","Salapska Maria","Niewidzialna smycz: historia pewnego psa, a właściwie swóch",Polish,Poland,1982,Warszawa,Czytelnik,"244 p.",Hungarian,,"A láthatatlan póráz",,,,,
